Titre;Créateur;Sujet;Editeur;Type;Format;Identifiant;Source;Langue;Résumé;Date de disponibilité;Date de publication;Importance matérielle;Couverture spatiale;Couverture temporelle;Licence;P35 has identified;P70 documents;P4 has time-span;P14 carried out by;P1 is identified by;P2 has type;;;;;;;;;;;
Plabennec (29). Leskelen;Irien, Joseph;;Service régional de l'archéologie de Bretagne;;;;;French;;Consultable uniquement au SRA;1976;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Lanester (56). Zone commerciale de Manébos. Rapport de sondage;http://www.viaf.org/viaf/58720418 Tanguy, Daniel;;Service régional de l'archéologie de Bretagne;;;;;French;;Disponible;1989;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Plouay (56). Site de Manetanet. Sondage sur une sépulture de l'âge du Fer. Fouille programmée 2021. Rapport de fouilles.;http://www.viaf.org/viaf/58720418 Tanguy, Daniel;;;;;55958;;French;Les deux tranchées de sondage ont permis de mettre en évidence très rapidement un tumulus de pierre circulaire dont les vestiges demeurent spectaculaires, malgré les importantes destructions subies.;Disponible;2021;1 vol. (41 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Piré-sur-Seiche (35). ZA du Ballon 2. Rapport de diagnostic;http://www.viaf.org/viaf/41873469 Leroux, Gilles;RAP03372;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;;Service régional de l'archéologie de Bretagne;French;;;2017;34,99 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Langoat (22). Convenant Fourmal. Rapport de diagnostic;http://www.viaf.org/viaf/41873469 Leroux, Gilles;RAP03378;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;;Service régional de l'archéologie de Bretagne;French;;;2017;11.798 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Quimper (29). Kernazet; 7 route de Plogonnec. Rapport de diagnostic;http://www.viaf.org/viaf/58608823 Pailler, Yvan;RAP03379;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;RAP03379;Service régional de l'archéologie de Bretagne;French;;;2017;5.504 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;
Gouesnou (29). Penhoat; tranche 2 : urne gallo-romaine; occupations médiévales; parcellaire médiéval; parcellaire ancien; parcellaire napoléonien;http://www.viaf.org/viaf/198932640 Fily, Muriel, 1981-;;Conseil Départemental du Finistère. Service départemental de l’Archéologie;;;RAP03375;;French;;Disponible;2017;14.425 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;
Ploudiry (29). Kerfaven : agrandissement d'une carrière d'extraction de schiste et de quartz. Rapport de diagnostic;Roy, Eddie;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03373;;French;;Disponible;2017;7,803 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Le Quiou  (22). La Villa de la gare. Rapport de FP 2016;Requi, Christophe;;Service régional de l'archéologie de Bretagne;;;RAP03335;;French;;Disponible;2016;13,703 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
(35). Rapport annuel de prospection inventaire. Rapport de PI 2016;Corre, André;RAP03374;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03374;Service régional de l'archéologie de Bretagne;French;;;2017;24,102 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Baden (56). Kerispert. Rapport de diagnostic;Leroux, Gilles;RAP03420;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03420;Service régional de l'archéologie de Bretagne;French;;;2017;5,44 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Arradon (56). 26 rue de Botquelen. Rapport de diagnostic;Fouvez, Yannick;RAP03413;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03413;Service régional de l'archéologie de Bretagne;French;;;2017;4,46 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Ménéac (56). L'Épine Fort; tranche 1. Rapport de diagnostic;Barbeau, Sandrine;;Service régional de l'archéologie de Bretagne;;;RAP03401;;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;
Guipavas (29). Avenue de Barsbuttel. Rapport de diagnostic;Fouvez, Yannick;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;;;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Vern-sur-Seiche (35). ZAC des Hautes Perrières. Rapport de diagnostic;Aubry, Laurent;RAP03410;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;RAP03410;Service régional de l'archéologie de Bretagne;French;;;2017;6,92 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Guidel (56). Les Hauts de Gouéric. Rapport de diagnostic;Raudin, Sébastien;RAP03414;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;RAP03414;Service régional de l'archéologie de Bretagne;French;;;2017;14,82 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Saint-Grégoire (35). La Brosse. Rapport de fouille;http://www.viaf.org/viaf/8490149719122411130009 Bourne, Stéphane;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03411;;French;;Disponible;2017;17,39 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Quéven (56). La Croix du Mourillon;http://www.viaf.org/viaf/8490149719122411130009 Bourne, Stéphane;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;;;French;;Disponible;2017;18,33 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Vern-sur-Seiche (35). Les Hauts de Gaudon : l'habitat gaulois et gallo-romain des Hauts de Gaudon. Rapport de fouille;Escats, Yoann;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03412;;French;;Disponible;2017;88,77 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
(56). Prospection inventaire archéologique diachronique Morbihan Ouest. Rapport de PD 2016;Ginet, Bernard;;Service régional de l'archéologie de Bretagne;;;RAP03418;;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Camors (56). Toul er Reste. Rapport de diagnostic;http://www.viaf.org/viaf/67150565733806252223 Sicard, Sandra;;Service régional de l'archéologie de Bretagne;;;RAP03419;;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Saint-Brandan (22). La porte au Souda : des indices d'occupation antique au carrefour de voies anciennes. Rapport de diagnostic;http://www.viaf.org/viaf/67150565733806252223 Sicard, Sandra;RAP03415;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;;Service régional de l'archéologie de Bretagne;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Étel (56). Rue de Kéranroué - Penenster : une sépulture individuelle du Campaniforme. Rapport de diagnostic;http://www.viaf.org/viaf/942160483818404991920 Brisotto, Vérane;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03422;;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Brie (35). 8 rue de Bretagne. Rapport de diagnostic;http://www.viaf.org/viaf/41873469 Leroux, Gilles;RAP03409;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;RAP03409;Service régional de l'archéologie de Bretagne;French;;;2017;23,54 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Saint-Martin-des-Champs (29). Le Haut Launay : occupations. Rapport de fouille;http://www.viaf.org/viaf/307214042 Mentele, Serge 1970-;RAP03416;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;;Service régional de l'archéologie de Bretagne;French;;;2017;83,46 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Erbrée (35). La Huperie : un établissement agricole du second âge du Fer. Rapport de fouille;http://www.viaf.org/viaf/214920281 Durand, Jean-Claude;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;;;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Rennes (35). Place Saint-Germain : naissance et évolution d'un quartier de Rennes de l'Antiquité tardive à 1944. Rapport de fouille;http://www.viaf.org/viaf/300058042 Beuchet, Laurent;RAP03423;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;54318;Service régional de l'archéologie de Bretagne;French;;Disponible;2017;5 vol. (591 - 455 - 397 - 307 - 343 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plougasnou (29). Route de la Plage. Rapport de diagnostic;Leroux, Gilles;RAP03430;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03430;Service régional de l'archéologie de Bretagne;French;;;2017;3,48 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Bruz (35). Les Coudrais. Rapport de diagnostic;Leroux, Gilles;RAP03429;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03429;Service régional de l'archéologie de Bretagne;French;;;2017;4,23 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Carhaix-Plouguer (29). 40 bis; rue Hervé Le Janne;Baudoin, Céline;RAP03427;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03427;Service régional de l'archéologie de Bretagne;French;;;2017;2,36 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;
Carhaix-Plouguer (29). 4 allée des Peupliers;Baudoin, Céline;RAP03426;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03426;Service régional de l'archéologie de Bretagne;French;;;2017;3,07 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Carnac (56). Hôtel du tumulus. Rapport de diagnostic;Sicard, Sandra;RAP03432;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03432;Service régional de l'archéologie de Bretagne;French;;;2017;2,19 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Saint-Renan (29). Collège Route de Plouzane;http://www.viaf.org/viaf/198932640 Fily, Muriel, 1981-;;Conseil Départemental du Finistère. Service départemental de l’Archéologie;;;RAP03421;;French;;Disponible;2017;9,27 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Châteaubourg (35). Les Petites Bonnes Maisons. Rapport de diagnostic;http://www.viaf.org/viaf/67150565733806252223 Sicard, Sandra;RAP03431;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;;Service régional de l'archéologie de Bretagne;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Loqueffret (29). Le Rest. Rapport de diagnostic;http://www.viaf.org/viaf/8490149719122411130009 Bourne, Stéphane;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03428;;French;;;2017;PDF File | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Vannes (56). Rue du commandant Charcot. Rapport de diagnostic;Fouvez, Yannick;RAP03435;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03435;Service régional de l'archéologie de Bretagne;French;;;2017;6,16 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Janzé (35). 3 rue Saint-Pierre;http://www.viaf.org/viaf/300058042 Beuchet, Laurent;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;54993;;French;Le diagnostic archéologique réalisé en juin 2017 permet, à partir de sondages réalisés dans les élévations et dans les sols de l’édifice, de mettre en évidence la conservation de vestiges de l’ancienne église, montrant de multiples transformations. Une importante phase de travaux est liée à l’abandon du lieu de culte et à sa transformation en halle à grains en 1803.;Disponible;2017;1 vol. (80 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Ploemel (56). ZAC de la Gare : un établissement inédit de la fin de l’Âge du Fer et de l’Antiquité. Rapport de diagnostic;http://www.viaf.org/viaf/27322716 Agogué, Olivier;RAP03433;Conseil départemental du Morbihan;Online PDF file;;RAP03433;Service régional de l'archéologie de Bretagne;French;;;2017;15,2 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Arzon (56). ZAC du Rédo 3 : près du grand tumulus;http://www.viaf.org/viaf/27322716 Agogué, Olivier;;Conseil départemental du Morbihan;;;;;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Plouagat (22). La Brayette : un dépôt d'antoniniens au lieu-dt Kerouzien. Rapport de sondage;http://www.viaf.org/viaf/56621663 Ménez, Yves;;DRAC Bretagne. Service Régional de l'Archéologie;;;54305;;French;;Disponible;2015;2.7 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Rennes (35). 6 rue Robbelin. Rapport de diagnostic;BATTAIS Rozenn | Battais, Rozenn;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03436;;French;;;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Acigné (35). ZAC du Botrel; Tranche 1 : ferme du XIXè siècle et indices protohistorique;Cahu, Didier;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;;;French;;Disponible;2017;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;
Caudan (56). ZAC de Lenn Sec'h (lot 2) : un établissement rural du haut Moyen Age. Rapport de fouille;http://www.viaf.org/viaf/22361122 Le Boulanger, Françoise;RAP03177;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03177;Service régional de l'archéologie de Bretagne;French;;;2015;18.9 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Sainte-Marie (35). Saint Julien et Pont Saint Julien. Rapport de fouille;Vasnier, Charles;RAP03179;Service régional de l'archéologie de Bretagne;Online PDF file;;;Service régional de l'archéologie de Bretagne;French;;;2015;39.6 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Corseul (22). Le Val Gravel : étude de la limite sud de la ville antique de Fanum Martis : voieries; auberge et indices d'activités artisanales. Rapport de fouille;Ménez, Nicolas;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03180;;French;;Disponible;2015;46.7 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;
Plougonvelin (29). La chapelle Saint-Jean. Rapport de diagnostic;Béthus, Teddy;RAP03171;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03171;Service régional de l'archéologie de Bretagne;French;;;2015;5.5 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Plouguerneau (29). Kerazan Vraz. Rapport de diagnostic;http://www.viaf.org/viaf/307214042 Mentele, Serge;RAP03175;Service régional de l'archéologie de Bretagne;Online PDF file;;RAP03175;Service régional de l'archéologie de Bretagne;French;;;2015;6 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Martigné-Ferchaud (35). RD94 axe Bretagne-Anjou; section Forêt d'Araize. Rapport de diagnostic;Barbeau, Sandrine;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;;;French;;Disponible;2015;1 vol. (p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Plumaudan (22). Le Haut Dily : ZA du Dily. Rapport de diagnostic;LECAMPION, Fabrice;RAP03178;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;RAP03178;Service régional de l'archéologie de Bretagne;French;;;2015;11.8 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
(56). Prospection inventaire archéologique diachronique Morbihan ouest. Rapport 2015;Ginet, Bernard;;Service régional de l'archéologie de Bretagne;;;RAP03169;;French;;Disponible;2015;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Surzur (56). Kerbihan. Rapport de diagnostic;http://www.viaf.org/viaf/41873469 Leroux, Gilles;RAP03170;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;RAP03170;Service régional de l'archéologie de Bretagne;French;;;2015;3.7 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Arzal (56). Le Barrage. Rapport de diagnostic;Leroux, Gilles;;Service régional de l'archéologie de Bretagne;;;RAP03167;;French;;;2015;2.7 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Dinan (22). Haute-cour du château : un aperçu de l'occupation de la Haute-cour (XVIè-XVIIIè siècle). Rapport de diagnostic;Lecampion, Fabrice;RAP03166;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);Online PDF file;;;Service régional de l'archéologie de Bretagne;French;;;2015;13.7 Mo | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Guidel (56). Pen Mane : des habitats de l'âge du Bronze. Rapport de fouille;Le Gall, Valérie;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;;;French;;Disponible;2015;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Carnac (56). Quelvezin : le monument funéraire néolithique moyen de Lann Granvillarec V et ses occupations postérieures. Rapport de fouille;http://www.viaf.org/viaf/301768565 Fromont, Nicolas;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;;;French;;Disponible;2015;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
Lannion (22). Kervouric : un habitat du Néolithique ancien. Rapport de fouille;http://www.viaf.org/viaf/198914779 Juhel, Laurent;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03172;;French;;Disponible;2015;1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
La Mézière (35). ZAC des Lignes de la Gonzée : fenêtre ouverte sur un terroir; du Néolithique à nos jours. Rapport de fouille;http://www.viaf.org/viaf/307214041 Blanchet, Stéphane;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03176;;French;;Disponible;2015;1 vol. (p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Rennes (35). 10-12 rue Saint-Louis : Les occupations de la parcelle 0234 de l'Antiquité à l'époque moderne ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bénodet (29). 14 chemin de Kernéost. Rapport de diagnostic;Roy, Eddie;;INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France);;;RAP03158;;French;;Disponible;2015;785 Kb) | 1 vol. (p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;;
